price,carat,depth,table,x,y,z,cut_numeric,color_numeric,clarity_numeric
17138,4.45,61.1,39.1,5.41,53.55,28.54,4,4,2
18271,4.71,61.2,35,6.47,54.61,29.18,2,1,6
16687,4.31,62.2,37,5.11,53.24,28.29,2,1,2
17071,4.51,61.2,35,5.66,53.78,28.68,3,6,3
17854,4.59,61.8,40,5.94,54.05,28.82,4,2,6
13584,4.01,61.7,38,4.4,52.43,27.85,2,5,2
16137,4.3,61,38,4.97,53.16,28.29,4,3,4
14314,3.79,61.3,35,3.87,52.09,27.61,3,2,1
6293,3.5,61.5,37,3.41,51.52,27.28,3,5,2
3884,3,59.4,33,2.47,50.68,26.9,3,3,1
17033,4.49,61.7,40,5.53,53.73,28.6,4,2,4
16900,4.27,59.1,37,4.81,52.91,28.28,2,0,1
13563,4,61.9,38,4.32,52.55,27.85,3,2,3
16656,4.31,63.1,31,5.13,53.32,28.27,1,4,2
14424,4,61,39,4.27,52.36,27.83,2,5,2
15567,4.11,62.2,35,4.65,52.7,27.98,2,3,1
16813,4.24,61.8,36,4.88,53.08,28.19,3,0,2
1270,3.12,61.6,39,2.82,50.95,26.91,4,2,4
18279,4.71,62.9,37,6.47,54.59,29.1,2,5,3
9893,3.5,62.5,36,3.4,51.61,27.23,3,0,5
18010,4.57,61.9,38,5.88,54.01,28.79,2,1,4
11549,3.81,60.9,38,3.88,52.1,27.64,3,5,2
17917,4.66,61.8,37,6.22,54.42,29.02,3,4,3
17011,4.48,62.2,40,5.57,53.68,28.57,4,4,4
17878,4.61,62.5,36,6.03,54.23,28.87,3,4,2
17708,4.6,60.4,40,5.89,54.01,28.86,4,5,4
13850,3.9,63.2,37,4.1,52.37,27.64,2,2,1
13858,4,60,37,4.14,52.36,27.86,3,2,2
1951,2.97,61.8,35,2.65,50.77,26.79,3,6,1
9027,3.88,61.7,38,4.07,52.19,27.67,4,5,3
17869,4.69,61.8,40,6.35,54.45,29.07,2,3,7
11255,3.8,62.3,37,3.98,52.1,27.58,2,3,3
18006,4.76,61.3,37,6.7,54.82,29.31,4,4,6
12695,4,62.7,35,4.43,52.52,27.82,2,5,3
15884,4.19,62.6,36,4.75,52.97,28.07,3,2,3
11759,3.98,61.6,40,4.25,52.36,27.79,4,3,3
17754,4.71,61.1,38,6.38,54.56,29.14,4,6,6
15512,4.2,61.6,37,4.78,52.98,28.14,3,4,2
17698,4.51,63.7,34,5.72,53.91,28.61,1,4,2
18227,4.67,61.6,36,6.25,54.36,29.02,3,2,4
13277,3.7,63.6,40,3.76,51.98,27.38,4,1,1
17653,4.49,61.5,34.5,5.63,53.74,28.64,1,4,1
18140,4.6,59.8,40,5.93,53.97,28.89,4,5,1
12324,4,62.3,36,4.36,52.48,27.81,3,3,4
5525,3.39,62.6,37,3.21,51.42,27.1,3,4,2
18230,4.65,63.5,37,6.28,54.41,28.96,2,5,2
9055,3.51,64.3,35,3.6,51.67,27.18,1,2,2
17607,4.47,61.9,41,5.5,53.61,28.54,4,1,4
16308,4.42,61.8,39,5.35,53.48,28.46,4,5,5
5361,3.44,61.9,40,3.21,51.43,27.16,4,3,4
17951,4.65,61.6,40,6.16,54.3,28.97,2,4,5
14245,3.9,62,41,4.13,52.26,27.69,4,2,1
5281,3.01,60.7,35,2.69,50.73,26.88,2,0,3
11014,3.45,62.4,38,3.35,51.44,27.17,4,0,3
17998,4.67,61,39,6.23,54.37,29.04,2,4,5
9605,3.5,61.7,34,3.44,51.55,27.28,2,2,2
17626,4.66,62.2,39,6.23,54.38,28.99,4,5,7
17782,4.64,61.7,39,6.11,54.29,28.95,4,4,4
14636,4.11,63.4,42,4.64,52.73,27.91,2,6,2
17267,4.46,62.4,39,5.49,53.67,28.53,4,3,3
17210,4.41,60.6,38,5.31,53.43,28.5,4,5,2
17547,4.43,61.5,40,5.36,53.48,28.48,4,3,1
12213,3.98,61.3,39,4.26,52.36,27.81,4,6,2
16736,4.28,61.7,38,4.96,53.08,28.22,4,4,1
15218,4.11,63.4,36,4.67,52.79,27.94,2,4,1
15364,4.28,60.9,36,4.95,53.07,28.26,4,3,4
10173,3.92,62.9,38,4.22,52.32,27.68,2,3,7
16746,4.31,60,35,4.98,53.1,28.33,2,2,1
11744,3.87,60.9,38,3.95,52.17,27.68,3,3,3
17902,4.59,61.3,38,5.96,54.09,28.86,4,3,4
17204,4.31,62,39,5.08,53.18,28.27,2,0,2
17132,4.51,62.7,39,5.67,53.8,28.61,4,4,3
17790,4.67,62,40,6.25,54.45,29.03,4,6,3
10155,4,57.7,33,4.17,52.27,27.99,2,5,4
18150,4.72,60.6,38,6.46,54.59,29.2,4,3,7
16225,4.3,62.9,38,5.05,53.18,28.21,2,3,3
17451,4.55,61.9,37,5.83,53.96,28.75,3,5,4
15183,3.98,63.1,38,4.33,52.47,27.75,2,0,1
17707,4.7,62.2,39,6.43,54.62,29.13,3,5,5
17030,4.49,62.6,38,5.59,53.79,28.59,4,5,4
16813,4.31,61.7,36,5.08,53.22,28.3,3,2,3
6591,3.49,62.8,38,3.36,51.63,27.2,3,2,5
10461,3.2,56.2,33,2.6,50.81,27.24,0,0,2
17912,4.71,61.9,35,6.44,54.64,29.15,3,5,4
17046,4.46,61.6,38.9,5.45,53.59,28.53,2,4,3
17008,4.49,61.9,39,5.58,53.78,28.62,4,5,3
9164,3.47,59.8,36,3.13,51.37,27.27,3,1,3
14129,4,62.3,38,4.33,52.54,27.82,4,3,2
16860,4.45,61.1,39,5.44,53.57,28.55,4,6,3
12319,3.92,61.7,37,4.14,52.37,27.75,3,3,3
18402,4.69,63.4,40,6.42,54.55,29.05,1,3,1
15408,3.8,64,36,3.96,52.17,27.48,1,3,0
17065,4.51,60.8,39,5.6,53.74,28.67,2,6,3
15830,4.26,63.6,39,5.01,53.15,28.15,2,5,2
12358,4.01,62.7,41,4.32,52.53,27.79,4,3,4
17959,4.69,61.9,36,6.35,54.53,29.09,3,1,7
17881,4.7,62.2,40,6.4,54.59,29.11,4,6,3
11505,3.8,63,37,4.02,52.23,27.58,3,3,3
15408,4.25,62.1,37,4.9,53.01,28.16,2,5,4
13698,3.97,61.9,38,4.26,52.39,27.78,4,5,1
18134,4.6,64.1,41,6.02,54.16,28.77,2,6,2
11947,3.8,62.2,41,3.94,52.04,27.55,4,2,2
14638,4,58.9,35,4.12,52.32,27.91,2,2,1
18148,4.71,63.6,38,6.5,54.68,29.11,1,5,2
14973,4.01,60.2,34,4.3,52.42,27.91,2,2,1
11346,3.98,59.5,38,4.14,52.28,27.87,4,5,4
14985,3.99,62.8,31,4.38,52.58,27.82,1,5,1
14446,3.8,62,39,3.9,52.1,27.57,4,4,0
14539,3.99,59.8,36,4.2,52.4,27.9,3,2,1
17569,4.5,61.5,39.5,5.61,53.71,28.63,4,3,2
8205,3.43,61.1,36,3.22,51.46,27.23,3,1,4
16881,4.42,62.5,42,5.28,53.55,28.42,2,3,4
7066,2.99,62.4,40,2.69,50.79,26.76,2,0,1
17799,4.66,62.2,37,6.2,54.41,28.99,3,3,5
17596,4.5,63.7,39,5.64,53.83,28.56,1,2,2
17749,4.51,58.5,35,5.55,53.69,28.76,2,6,1
14069,3.99,59.2,37,4.14,52.33,27.9,3,2,2
13651,3.93,61.9,38,4.2,52.29,27.73,4,1,3
17083,4.3,62,36,5.05,53.25,28.28,3,3,1
17431,4.43,61.4,37.9,5.38,53.52,28.5,4,5,1
17103,4.49,62.7,39,5.57,53.76,28.57,4,6,2
11576,3.96,61.5,40,4.18,52.31,27.76,4,3,4
17858,4.68,61,37,6.26,54.46,29.08,3,3,5
17963,4.62,59.1,36,5.93,54.14,28.97,3,5,2
17863,4.61,59.9,28,5.93,54.13,28.93,0,3,2
18318,4.78,62.8,34,6.82,54.95,29.33,1,4,5
16602,4.31,63.1,35,5.18,53.28,28.27,1,6,1
17401,4.58,62.1,40,5.89,54.09,28.8,4,4,6
12986,3.98,60.3,40,4.12,52.33,27.82,4,5,2
15651,4.17,65,37.8,4.91,53.03,27.99,0,4,3
17808,4.69,61.6,41,6.34,54.47,29.08,2,6,6
16515,4.29,57.9,39,4.81,53.05,28.39,1,5,1
17380,4.5,62.8,40,5.64,53.84,28.61,4,3,3
15350,4.11,64.5,34,4.64,52.9,27.9,0,6,1
16280,4.3,62.5,39,5.07,53.18,28.24,4,3,3
17099,4.48,60,35.2,5.49,53.64,28.65,2,6,2
16626,4.28,61.8,33,4.96,53.18,28.25,3,1,4
14887,4.1,61.4,37,4.55,52.67,27.99,2,4,2
12470,4,59.9,36,4.23,52.42,27.91,3,3,4
13267,4,60,35,4.29,52.41,27.92,2,5,2
8739,3.29,62.8,35.7,3.19,51.28,27.04,1,3,1
18178,4.69,62.5,39,6.37,54.47,29.05,4,4,3
18192,4.68,62,38,6.28,54.45,29.04,4,6,1
15985,4.31,62.6,40,5.01,53.26,28.24,3,3,4
15746,4.22,60.4,36,4.77,52.91,28.19,2,5,2
18384,4.71,64,40,6.46,54.65,29.07,1,0,2
17803,4.69,60.5,37,6.27,54.48,29.11,3,5,6
3855,3.21,62.3,39,2.98,51.11,26.96,4,2,4
10278,3.81,62,38,3.96,52.09,27.59,4,3,4
15519,4.3,62,39,5.02,53.15,28.25,4,5,3
17467,4.6,62.1,39,5.95,54.12,28.83,3,4,6
18218,4.71,60.9,39,6.42,54.55,29.16,4,4,3
17881,4.7,60.4,39,6.32,54.51,29.14,4,6,3
15570,4.31,61.9,39,5.06,53.2,28.28,4,3,3
1476,3,61.8,37,2.61,50.84,26.8,3,2,2
16785,4.31,65,38,5.21,53.32,28.19,1,5,2
18084,4.71,61.2,32,6.5,54.64,29.2,1,5,6
18047,4.71,63.6,40,6.43,54.63,29.07,1,3,4
17960,4.58,62.9,39,5.97,54.1,28.79,2,3,3
16677,4.49,60.4,39,5.5,53.64,28.63,4,6,4
10987,3.63,63.2,39,3.66,51.87,27.34,2,2,2
6881,3.5,61.9,38,3.32,51.55,27.23,4,6,2
17675,4.58,61.5,40,5.89,54.02,28.81,4,4,5
9734,4,62.8,39,4.4,52.51,27.8,2,5,5
16100,4.19,60.3,38,4.67,52.87,28.15,3,4,1
17102,4.48,60,38,5.5,53.6,28.64,4,5,3
14438,3.88,61.7,38,4.04,52.31,27.67,4,1,1
18113,4.71,61.8,40,6.42,54.54,29.12,4,6,3
17438,4.49,63.7,41,5.62,53.81,28.55,1,2,3
16152,4.47,61.3,39,5.52,53.64,28.59,4,6,5
3072,2.94,63.1,36,2.63,50.88,26.71,2,1,2
8204,3.26,62.2,36,3,51.2,27,3,0,4
16005,4.01,61.3,35,4.31,52.51,27.87,3,2,0
13777,4.01,59.7,36,4.22,52.33,27.89,2,2,3
16915,4.48,62.3,40,5.52,53.72,28.56,4,4,4
16425,4.29,62.3,41,4.99,53.12,28.21,4,5,1
17214,4.47,61.7,40,5.51,53.7,28.58,4,5,3
13626,3.76,63.3,39.2,3.91,52.03,27.46,1,1,1
17607,4.46,61.3,41,5.46,53.54,28.54,4,1,3
16414,4.31,60.3,36,5.01,53.08,28.32,2,4,2
18234,4.67,60.2,38,6.2,54.4,29.08,4,1,2
14798,4.45,62.5,36,5.48,53.6,28.5,2,6,7
17881,4.7,61.8,40,6.37,54.57,29.11,4,6,3
12535,4,60.8,37,4.3,52.41,27.87,2,4,3
14380,3.81,61.8,35,3.96,52.05,27.59,2,3,1
18226,4.75,59.9,36,6.62,54.7,29.31,2,4,5
17881,4.7,62.5,39,6.42,54.61,29.11,4,6,3
17892,4.54,61.5,40,5.76,53.86,28.72,4,5,1
12634,3.8,62.9,38,3.99,52.1,27.54,2,2,3
11960,3.99,64.8,37,4.52,52.62,27.75,0,4,5
11990,3.73,61.8,39,3.79,51.91,27.49,4,3,1
17553,4.44,62.9,38,5.49,53.62,28.49,2,0,4
16908,4.31,64,40,5.15,53.28,28.21,1,3,2
18387,4.76,63,36,6.77,54.9,29.29,2,6,4
18009,4.71,62.6,40,6.46,54.59,29.11,4,4,6
17969,4.68,63.1,38,6.34,54.52,29.03,2,3,4
17867,4.66,60.1,33,6.17,54.38,29.07,3,2,6
18103,4.69,60.5,36,6.32,54.49,29.13,3,2,4
18197,4.67,62.4,36,6.34,54.46,29.04,3,1,6
18062,4.65,60.6,38,6.16,54.28,29.01,4,3,4
14366,3.99,61,37,4.26,52.39,27.84,4,4,1
18091,4.7,61,37,6.35,54.57,29.14,3,1,6
15879,4.27,61.3,37,4.94,53.05,28.23,2,2,5
6474,3,62.1,40,2.62,50.82,26.77,4,1,1
2750,4.01,63.3,36,4.37,52.57,27.78,2,6,7
12223,4.01,62.8,38,4.4,52.53,27.81,2,5,3
18096,4.67,63,41,6.24,54.42,28.97,4,4,2
18213,4.68,62.6,39,6.35,54.48,29.05,4,2,4
18175,4.65,61.8,40,6.13,54.32,28.96,4,1,3
15396,4.01,58.2,32,4.21,52.41,28.01,2,3,1
18209,4.68,61.9,40,6.3,54.44,29.05,2,2,5
9375,3.88,61.4,40,4.02,52.16,27.67,4,6,4
17810,4.71,62,40,6.4,54.59,29.12,4,3,6
16217,4.3,62.3,39,5.04,53.17,28.24,4,1,6
4977,3.47,62.3,38,3.39,51.52,27.21,4,3,4
17952,4.58,60.5,36,5.83,54.02,28.84,3,4,1
16385,4.4,62,40.6,5.3,53.43,28.42,4,2,7
17385,4.5,61.2,35,5.62,53.73,28.65,3,3,3
6599,3.5,60.3,37,3.31,51.43,27.31,2,5,2
9347,3.48,58.4,36,3.12,51.35,27.37,3,3,2
2240,3.32,58.7,36,2.87,51.12,27.21,3,4,3
11395,3.51,63.3,38,3.54,51.65,27.23,2,0,3
13031,3.75,61.5,38,3.8,52.01,27.55,4,3,3
17102,4.48,61.8,40,5.57,53.68,28.59,4,3,4
18297,4.71,60.6,34,6.45,54.58,29.19,2,3,3
17663,4.63,60.9,38,6.01,54.21,28.93,4,4,6
9093,3.38,61.7,37,3.2,51.39,27.16,3,1,2
14002,4.1,62.4,38,4.57,52.69,27.94,4,5,1
18338,4.77,63.5,41,6.82,54.94,29.3,2,4,6
17825,4.63,62.4,41,6.06,54.26,28.89,4,4,4
16382,4.31,64,38,5.12,53.36,28.23,1,4,4
18373,4.71,63.4,41,6.45,54.67,29.1,2,0,2
15021,4.04,61.6,39,4.35,52.54,27.87,4,2,1
16770,4.4,60.8,39,5.23,53.43,28.46,4,2,4
17199,4.51,62.7,41,5.67,53.8,28.61,2,5,3
17131,4.48,62.2,40,5.56,53.69,28.57,4,3,4
18242,4.62,61.4,38,6.08,54.18,28.92,4,0,3
16447,4.51,60.7,38,5.54,53.75,28.66,4,6,5
5595,3,61.5,35,2.61,50.83,26.82,3,0,3
18416,4.76,61.9,38,6.69,54.82,29.29,2,3,3
7782,3.01,58.1,31,2.44,50.63,26.99,1,3,1
17417,4.5,59.7,36,5.54,53.75,28.71,3,4,2
15641,4.28,63.5,37,5.06,53.18,28.18,2,6,3
566,2.98,61.3,36,2.66,50.79,26.84,2,3,2
15198,4.4,62.3,41,5.34,53.45,28.42,4,6,6
18187,4.7,62.1,40,6.42,54.52,29.1,4,6,3
17989,4.62,62.9,38,6.06,54.26,28.87,4,1,3
18157,4.61,62.6,37,6.06,54.18,28.86,2,2,2
18040,4.76,62.3,42,6.66,54.79,29.25,4,5,6
17753,4.5,62.7,39,5.68,53.82,28.62,2,4,1
17812,4.62,63.3,40,6.08,54.27,28.86,2,4,3
10163,3.8,61.6,37,3.86,52.11,27.59,3,4,3
2445,2.94,60.6,37,2.5,50.61,26.79,2,1,3
18300,4.66,61.5,39,6.18,54.32,28.99,4,2,2
14451,4.01,61.1,34,4.39,52.52,27.91,2,4,1
3850,3.01,62.4,37,2.73,50.82,26.78,1,0,4
17957,4.63,60.5,33,6.09,54.16,28.96,2,5,3
17657,4.39,61.2,36,5.32,53.38,28.45,3,0,3
17878,4.61,62.3,33,6.05,54.18,28.87,1,1,7
13522,4,59.5,35,4.2,52.44,27.93,3,5,2
15134,4.11,63.6,32,4.67,52.87,27.95,1,6,2
14631,3.8,63.7,40,3.99,52.09,27.48,1,0,1
18444,4.7,61,39,6.35,54.47,29.11,4,1,1
17728,4.69,62.6,40,6.36,54.49,29.05,4,5,7
16254,4.31,61.7,33,5.1,53.22,28.31,2,5,2
17099,4.48,60.5,36,5.5,53.61,28.61,2,3,5
4791,3.93,61.7,40,4.14,52.27,27.72,4,5,6
12473,3.96,61.7,39,4.2,52.38,27.77,4,3,3
14583,4.31,61.7,38,5.06,53.19,28.29,2,5,5
13654,3.71,61.9,38,3.73,51.95,27.48,4,3,1
17782,4.71,61.1,40,6.38,54.52,29.13,4,4,6
11453,4,61.5,41,4.29,52.4,27.82,2,4,3
13909,3.84,62.6,37,4.03,52.26,27.62,3,1,2
11953,2.29,68.2,39,2.28,50.47,26.04,0,0,0
15980,4.3,60.7,38,4.93,53.12,28.28,4,3,5
4390,3.47,63.4,38,3.46,51.54,27.16,2,3,4
15709,4.11,60.4,34,4.6,52.68,28.07,1,2,1
13779,3.99,60.6,36,4.19,52.38,27.84,4,3,2
18173,4.78,61.6,41,6.77,54.91,29.35,4,4,5
18104,4.71,59.3,38,6.35,54.49,29.19,2,6,5
425,3,62.1,35,2.8,50.87,26.84,2,3,2
18381,4.71,61.6,34,6.51,54.62,29.18,2,1,4
9809,3.49,62.5,37,3.37,51.56,27.2,3,0,4
16914,4.29,63.6,36,5.13,53.32,28.24,1,1,2
15728,4.31,63.4,38,5.11,53.23,28.22,2,5,4
14969,3.9,59.3,36,3.94,52.14,27.78,3,2,1
17821,4.68,62.1,41,6.28,54.47,29.04,4,6,3
18107,4.58,62.6,37,5.95,54.08,28.79,3,6,1
14595,4,63.3,39,4.48,52.57,27.81,2,3,1
17874,4.66,62.4,37,5.07,53.26,28.27,3,0,4
17777,4.7,60.4,36,6.33,54.53,29.15,3,3,6
17744,4.6,60.7,37,5.95,54.07,28.88,3,5,4
13253,3.97,61.9,42,4.21,52.36,27.75,4,3,2
4160,3.75,60.5,37,3.75,51.87,27.56,3,6,5
16447,4.28,61.1,38,4.94,53.08,28.25,4,3,1
15984,4.3,60.5,37,4.99,53.18,28.33,3,4,4
14618,4,65.3,40,4.41,52.71,27.71,0,6,1
17821,4.68,62.1,40,6.28,54.47,29.04,4,6,3
14025,4.01,65.8,36,4.67,52.75,27.78,0,5,2
13082,4,62.8,37,4.36,52.57,27.81,3,5,2
14836,3.99,62.1,39,4.29,52.5,27.81,4,2,0
5260,2.6,60.7,36,2.04,50.26,26.54,3,1,1
8165,3.22,61.8,39,3,51.05,26.98,4,0,3
11127,3.89,58.9,36,3.9,52.13,27.79,0,6,3
5949,3.31,61.9,35,3.17,51.29,27.1,2,2,3
16026,4.3,62.7,35,5.07,53.19,28.23,3,6,2
18190,4.76,62.3,40,6.7,54.84,29.28,2,5,6
14161,3.9,62,41,4.1,52.29,27.69,4,2,1
17925,4.68,60.7,40,6.25,54.4,29.07,4,5,5
17902,4.59,61.2,41,5.92,54.04,28.84,4,3,4
14199,3.91,62.6,40,4.17,52.3,27.67,4,1,1
15060,4.01,60.3,33,4.28,52.49,27.92,3,1,4
9800,3.85,60.7,39,3.97,52.07,27.67,2,3,6
18391,4.71,62.9,37,6.5,54.62,29.12,2,2,2
18388,4.7,60.1,38,6.33,54.46,29.14,4,5,1
18101,4.6,62.4,42,5.96,54.09,28.81,4,2,2
15673,4.07,62.3,36,4.51,52.58,27.89,2,4,1
17941,4.61,63.2,37,6.04,54.24,28.84,2,5,2
15850,4.26,62.3,38,4.91,53.04,28.16,4,3,4
17829,4.66,60.6,38,6.17,54.3,29.02,4,4,6
15245,4.23,59.4,33,4.72,52.83,28.21,1,5,2
18059,4.71,61.6,37,6.43,54.58,29.14,4,3,6
17973,4.71,61.8,38,6.43,54.57,29.13,4,3,5
18034,4.71,61.7,38,6.43,54.56,29.13,4,5,5
17747,4.6,60.8,37,5.92,54.14,28.89,3,4,4
17199,4.51,61.3,35,5.67,53.79,28.68,3,5,3
17477,4.47,61.7,41,5.49,53.61,28.55,4,1,5
1160,3.67,61.8,37,3.59,51.82,27.4,3,5,7
15367,4.26,62.4,40,4.91,53.1,28.17,4,6,3
18295,4.69,61.6,34.9,6.36,54.5,29.09,1,4,2
13407,4,62.7,40,4.29,52.5,27.77,4,4,2
9913,3.51,63.9,37,3.53,51.64,27.18,1,5,1
13122,4,63.6,35,4.39,52.6,27.78,1,3,3
8736,3.51,62.7,37,3.46,51.67,27.25,3,3,2
17773,4.61,61.1,36,5.99,54.19,28.91,3,4,4
16729,4.41,61.9,39,5.33,53.45,28.44,2,3,4
17960,4.71,61.8,40,6.42,54.54,29.12,4,3,7
16264,4.3,62.7,38,5.08,53.18,28.23,2,2,4
13794,4.15,64.3,42,4.72,52.78,27.91,1,6,6
9507,3.87,62.7,40,4.04,52.3,27.63,4,4,5
18254,4.71,62.3,37,6.48,54.67,29.16,4,4,3
16455,4.2,60.1,36,4.65,52.87,28.15,3,5,1
11977,4,62.5,39,4.38,52.5,27.81,2,3,4
5359,3,64.1,33,2.89,50.96,26.74,1,1,2
18069,4.63,62.4,42,6.07,54.21,28.88,4,2,4
17238,4.45,60.1,37,5.34,53.55,28.57,3,2,4
17889,4.7,62.1,41,6.4,54.54,29.1,4,6,6
18369,4.76,62.5,40,6.74,54.88,29.29,4,3,4
17381,4.41,62.1,40,5.32,53.44,28.42,4,2,3
16545,4.28,65.9,40,5.06,53.26,28.06,0,2,3
18279,4.7,62.4,36,6.4,54.52,29.08,3,3,3
10823,3.64,61.6,40,3.61,51.74,27.4,4,1,3
18449,4.69,61.6,37,6.38,54.5,29.1,2,0,2
18336,4.73,61.2,38,6.54,54.67,29.22,4,6,3
12319,3.79,59.4,35,3.72,51.94,27.65,3,1,4
17831,4.59,61.5,37,5.91,54.1,28.84,3,4,2
18089,4.7,62.7,40,6.43,54.56,29.09,4,6,3
17943,4.68,61.7,40,6.32,54.44,29.06,4,4,6
6793,3.99,62.2,39,4.3,52.52,27.81,4,5,7
16124,4.31,58.9,33.5,4.97,53.06,28.38,1,2,5
11457,4,63.4,37,4.36,52.54,27.76,2,5,4
18139,4.7,63.8,38,6.41,54.61,29.05,1,6,2
12753,3.87,60.9,39,3.99,52.09,27.67,4,6,2
14985,3.99,65.3,36,4.46,52.68,27.72,0,5,1
12775,3.66,62.3,41,3.57,51.84,27.37,4,0,4
18271,4.66,61.8,39,6.2,54.32,28.98,2,2,3
5859,3,59.1,36,2.65,50.76,27,1,1,1
14084,4.11,62.6,33,4.63,52.75,27.96,1,6,3
17147,4.51,62.6,37,5.62,53.83,28.61,3,5,3
15670,4.3,62,38,5.05,53.17,28.26,4,6,3
17990,4.6,64.7,39,6.06,54.18,28.76,0,3,5
16148,4.49,61.3,39,5.56,53.7,28.62,4,5,5
17580,4.6,61.4,39,5.93,54.13,28.86,4,5,5
2916,2.82,60.3,35,2.45,50.57,26.79,2,1,1
13827,3.98,61.5,36,4.32,52.41,27.83,2,4,2
18205,4.7,64.1,34,6.45,54.7,29.08,1,4,2
17434,4.49,63.5,37,5.66,53.81,28.57,2,2,3
15478,4.09,63.7,37,4.62,52.72,27.88,2,1,2
18006,4.64,58.4,36,5.98,54.21,29.04,3,3,4
18129,4.71,61.3,37,6.45,54.58,29.16,4,5,4
9785,3.1,61.9,37,2.84,51.06,26.93,3,3,1
15677,4.01,65.5,39,4.44,52.71,27.71,0,4,1
14251,3.86,62.6,40,4,52.25,27.61,4,2,1
18165,4.71,60.2,38,6.38,54.52,29.17,4,5,3
9123,3.49,61.8,38,3.31,51.58,27.24,4,2,2
17851,4.69,62.4,38,6.36,54.56,29.08,4,6,3
16787,4.25,59.3,32,4.62,52.97,28.25,2,0,4
18331,4.68,61.3,39,6.28,54.39,29.05,4,3,2
14338,3.99,62,39,4.32,52.45,27.81,4,0,3
17114,4.47,60,37,5.4,53.61,28.61,3,5,3
17734,4.61,62.2,37.4,6,54.14,28.84,2,4,4
1586,2.96,59.7,36,2.35,50.63,26.83,3,5,1
17276,4.49,61.1,38,5.55,53.65,28.61,4,6,2
15973,4.26,61.5,39,4.91,53.03,28.2,4,0,2
17919,4.55,60.1,38,5.73,53.86,28.78,2,4,2
18290,4.71,62.1,39,6.47,54.59,29.14,2,1,5
15194,4.11,58.4,33,4.37,52.56,28.09,3,4,1
6850,3.74,61.6,40,3.77,51.87,27.49,4,4,4
9735,3.6,63.8,35,3.7,51.78,27.28,1,2,3
17186,4.47,62.4,39,5.52,53.7,28.55,4,2,4
17995,4.57,60.6,37,5.84,53.94,28.81,3,3,3
8915,4,62.1,37,4.37,52.49,27.83,2,4,6
17233,4.42,62.6,34,5.41,53.63,28.48,3,6,1
18175,4.69,60.7,34,6.33,54.51,29.13,3,2,3
13823,4,63.4,38,4.44,52.51,27.78,2,1,1
17669,4.51,61.3,39,5.66,53.77,28.67,2,5,1
18007,4.7,61.6,38,6.41,54.53,29.12,4,5,5
3229,3.12,62.7,37,2.99,51.09,26.92,2,6,1
18172,4.7,63.2,37,6.44,54.62,29.09,2,3,3
13692,4,61.2,36,4.31,52.53,27.88,3,3,3
14316,3.97,62.6,37,4.25,52.46,27.75,3,4,1
13709,3.81,63.3,38,3.99,52.2,27.54,2,2,2
16735,4.21,60,35,4.64,52.93,28.14,3,0,2
18365,4.78,61.4,40,6.82,54.91,29.37,2,5,5
16447,4.17,60.7,39,4.57,52.78,28.07,4,0,3
17995,4.69,61.7,40,6.33,54.5,29.08,4,4,3
18103,4.69,61.5,36,6.32,54.5,29.09,3,3,3
16147,4.31,59.2,37,4.94,53.07,28.36,2,3,4
18059,4.71,62.3,41,6.4,54.54,29.09,4,2,7
12775,4.01,62.2,37,4.2,52.41,27.86,3,3,3
13216,3.76,61.8,40,3.83,52.08,27.56,3,0,2
15615,4.08,63.3,34,4.55,52.76,27.9,2,0,3
16822,4.46,62,39,5.5,53.63,28.54,4,5,4
16205,4.29,61.8,39,4.99,53.12,28.24,4,6,1
14077,3.99,61.8,38,4.31,52.41,27.81,4,4,1
12318,3.99,60.8,37,4.22,52.43,27.85,3,3,4
18178,4.69,61.2,39,6.32,54.46,29.09,4,3,4
18240,4.76,61.2,40,6.64,54.76,29.28,2,4,5
17949,4.64,61,33,6.1,54.29,28.98,3,6,2
17742,4.7,60.8,39,6.32,54.5,29.12,4,2,7
17108,4.46,61.4,39,5.46,53.59,28.55,4,4,3
17703,4.49,61.8,41,5.59,53.72,28.61,2,5,1
11727,3.81,64,34,4.07,52.29,27.55,1,5,2
17913,4.66,61,38,6.2,54.32,29.02,4,6,5
16980,4.51,60.9,38,5.64,53.75,28.68,2,3,6
17912,4.71,61.9,37,6.42,54.62,29.14,3,6,3
17484,4.51,65.3,38,5.81,53.93,28.57,1,4,3
17869,4.58,62,40,5.88,54.01,28.78,4,3,5
17426,4.63,62.2,40,6.08,54.26,28.91,4,4,7
17077,4.45,63,37,5.53,53.66,28.51,2,6,2
7708,3.88,61.6,39,4.05,52.19,27.67,4,5,5
12471,3.91,60.7,40,4.03,52.16,27.72,2,6,2
17040,4.48,61,39,5.45,53.64,28.58,4,6,3
18300,4.7,60.5,38,6.34,54.54,29.15,4,3,1
17480,4.5,61.7,40,5.61,53.73,28.62,4,5,2
5525,3.42,61.3,39,3.24,51.3,27.17,4,6,2
16120,4.31,60.7,37,5,53.17,28.32,3,5,2
18107,4.69,61,39,6.29,54.42,29.08,4,4,4
14220,3.81,61.4,32,3.98,52.18,27.66,2,2,2
15734,4.28,61.9,40,4.98,53.1,28.22,4,3,2
14164,3.92,61.3,37,4.11,52.32,27.75,3,1,3
17979,4.71,62.3,37,6.42,54.62,29.12,3,5,3
15345,4.31,61,38,5.01,53.15,28.3,4,4,5
14361,4.05,58.2,37,4.22,52.43,28.02,3,5,1
15871,4.31,63.4,36,5.11,53.23,28.22,2,5,3
